,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,province,region
16854,3500,APARTMENT,APARTMENT,310000,2,110,1,0,0,0,None,0,None,0.0,0,0,TO_BE_DONE_UP,,Region Wallonne
16855,9870,APARTMENT,DUPLEX,202000,4,102,1,0,0,1,None,0,None,0.0,2,0,GOOD,Flandre-Orientale,Region Flamande
16856,1180,APARTMENT,APARTMENT,489000,3,130,1,0,0,1,25.0,0,None,0.0,4,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
16858,1050,APARTMENT,APARTMENT,440000,2,105,1,0,0,0,None,0,None,0.0,2,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
16859,1150,APARTMENT,APARTMENT,629000,3,150,1,0,1,0,None,1,60.0,0.0,3,0,AS_NEW,Bruxelles,Bruxelles-capitale
16860,1050,APARTMENT,PENTHOUSE,1195000,3,214,1,0,0,1,25.0,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
16861,1330,HOUSE,VILLA,615000,4,240,1,0,0,1,None,0,None,1478.0,4,0,GOOD,Brabant_Wallon,Region Wallonne
16862,8670,APARTMENT,PENTHOUSE,1135000,3,148,0,0,0,1,20.0,1,None,0.0,4,0,AS_NEW,Flandre-Occidentale,Region Flamande
16863,7340,HOUSE,HOUSE,59500,3,100,1,0,0,0,None,0,None,410.0,3,0,TO_RENOVATE,Hainaut,Region Wallonne
16864,9500,HOUSE,MIXED_USE_BUILDING,195000,4,216,0,0,0,1,20.0,1,93.0,210.0,2,0,TO_RENOVATE,Flandre-Orientale,Region Flamande
16865,1070,APARTMENT,APARTMENT,182500,2,80,1,0,0,1,16.0,0,None,0.0,1,0,AS_NEW,Bruxelles,Bruxelles-capitale
16866,2650,HOUSE,HOUSE,745000,7,343,0,0,0,0,None,1,80.0,370.0,3,0,GOOD,Anvers,Region Flamande
16867,6110,HOUSE,VILLA,480000,5,260,1,0,1,1,8.0,1,4000.0,4228.0,4,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
16868,1741,HOUSE,HOUSE,459000,3,230,1,0,0,1,45.0,1,1000.0,1150.0,4,0,GOOD,Brabant_Flamand,Region Flamande
16869,9100,APARTMENT,APARTMENT,171300,1,59,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
16870,1180,HOUSE,HOUSE,1495000,5,332,1,0,1,0,None,0,None,1136.0,2,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
16871,7100,APARTMENT,APARTMENT,205000,0,112,0,0,0,0,None,0,None,0.0,0,0,AS_NEW,Hainaut,Region Wallonne
16872,8620,APARTMENT,FLAT_STUDIO,95000,0,32,0,1,0,0,None,0,None,0.0,2,0,any_information,Flandre-Occidentale,Region Flamande
16874,1315,HOUSE,HOUSE,330000,3,186,0,0,0,0,None,1,220.0,306.0,3,0,any_information,Brabant_Wallon,Region Wallonne
16875,3140,HOUSE,HOUSE,1400000,5,893,0,0,0,1,None,0,None,3300.0,4,0,GOOD,Brabant_Flamand,Region Flamande
16876,9600,HOUSE,HOUSE,198000,5,160,1,0,0,0,None,0,None,65.0,2,0,any_information,Flandre-Orientale,Region Flamande
16877,9620,HOUSE,HOUSE,525000,5,360,1,0,0,0,None,0,None,259.0,3,0,any_information,Flandre-Orientale,Region Flamande
16878,8300,APARTMENT,APARTMENT,305000,2,43,0,0,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
16879,3020,APARTMENT,APARTMENT,279000,2,81,1,1,0,1,None,0,None,0.0,0,0,AS_NEW,Brabant_Flamand,Region Flamande
16880,1428,HOUSE,VILLA,375000,4,191,1,0,0,1,None,1,None,479.0,0,0,GOOD,Brabant_Wallon,Region Wallonne
16881,4460,HOUSE,HOUSE,189000,3,160,1,0,0,1,25.0,1,115.0,225.0,2,0,JUST_RENOVATED,Liege,Region Wallonne
16882,8300,APARTMENT,FLAT_STUDIO,485000,0,34,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
16883,4020,HOUSE,HOUSE,335000,2,235,1,0,0,1,25.0,1,2000.0,3555.0,4,0,TO_BE_DONE_UP,Liege,Region Wallonne
16885,1190,HOUSE,APARTMENT_BLOCK,305000,0,50,1,0,0,0,None,0,None,1229.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
16886,6953,HOUSE,HOUSE,159000,4,140,1,0,0,0,None,1,155.0,155.0,3,0,GOOD,Luxembourg,Region Wallonne
16887,8580,APARTMENT,APARTMENT,139500,2,85,1,0,0,0,None,0,None,0.0,0,0,GOOD,Flandre-Occidentale,Region Flamande
16888,9500,APARTMENT,APARTMENT,285000,2,97,1,0,0,1,None,1,None,0.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
16890,8950,HOUSE,HOUSE,230000,3,152,1,0,0,1,None,1,1.0,603.0,0,0,TO_BE_DONE_UP,Flandre-Occidentale,Region Flamande
16892,8434,HOUSE,HOUSE,385000,2,242,1,0,0,0,None,1,900.0,1575.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
16895,6980,HOUSE,HOUSE,315000,4,387,1,0,0,1,11.0,0,None,0.0,2,0,GOOD,Luxembourg,Region Wallonne
16896,4000,APARTMENT,PENTHOUSE,412300,2,125,0,0,0,1,59.0,0,None,0.0,4,0,AS_NEW,,Region Wallonne
16897,4671,APARTMENT,APARTMENT,299000,3,106,0,0,0,1,29.0,1,144.0,0.0,0,0,AS_NEW,Liege,Region Wallonne
16898,1830,APARTMENT,APARTMENT,319000,2,86,1,0,0,1,26.0,0,None,0.0,2,0,GOOD,Brabant_Flamand,Region Flamande
16899,8000,APARTMENT,APARTMENT,325000,2,100,1,0,0,1,35.0,1,None,0.0,2,0,JUST_RENOVATED,,Region Wallonne
16900,8400,APARTMENT,APARTMENT,675000,3,220,1,0,0,1,None,0,None,0.0,0,0,GOOD,Flandre-Occidentale,Region Flamande
16901,7000,APARTMENT,APARTMENT,215000,2,87,1,0,0,1,None,0,None,0.0,2,0,AS_NEW,,Region Wallonne
16902,4610,HOUSE,HOUSE,99000,2,101,1,0,0,1,30.0,0,None,0.0,2,0,any_information,Liege,Region Wallonne
16903,2900,HOUSE,HOUSE,298000,2,160,1,0,0,0,None,1,50.0,132.0,2,0,GOOD,Anvers,Region Flamande
16904,4630,HOUSE,EXCEPTIONAL_PROPERTY,920000,3,286,1,0,0,1,20.0,0,None,12639.0,4,0,GOOD,Liege,Region Wallonne
16905,8200,HOUSE,VILLA,625000,4,290,1,0,0,1,35.0,1,100.0,579.0,4,0,GOOD,Flandre-Occidentale,Region Flamande
16906,6220,HOUSE,HOUSE,199000,3,140,0,0,1,0,None,0,None,0.0,0,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
16907,8300,APARTMENT,APARTMENT,895000,3,95,1,0,0,1,None,0,None,0.0,2,1,AS_NEW,Flandre-Occidentale,Region Flamande
16908,2140,APARTMENT,APARTMENT,154000,2,94,1,0,0,1,5.0,0,None,0.0,2,0,TO_RENOVATE,Anvers,Region Flamande
16910,1000,APARTMENT,APARTMENT,220000,1,56,1,0,0,0,None,0,None,0.0,2,0,TO_BE_DONE_UP,,Region Wallonne
16911,1160,HOUSE,EXCEPTIONAL_PROPERTY,1340000,4,330,1,0,0,1,100.0,1,500.0,670.0,3,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
16912,8200,APARTMENT,APARTMENT,355000,2,114,1,0,0,1,21.0,1,100.0,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
16913,8620,APARTMENT,APARTMENT,320000,2,95,1,0,0,1,6.0,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
16914,3740,HOUSE,HOUSE,285000,3,191,1,0,0,0,None,1,None,729.0,4,0,any_information,Limbourg,Region Flamande
16915,8210,HOUSE,HOUSE,347142,3,158,0,0,0,0,None,0,None,485.0,3,0,AS_NEW,Flandre-Occidentale,Region Flamande
16916,9150,HOUSE,VILLA,668000,5,450,1,0,1,0,None,1,206.0,738.0,4,0,GOOD,Flandre-Orientale,Region Flamande
16917,8400,HOUSE,HOUSE,225000,3,134,1,0,0,1,None,0,None,70.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
16918,1050,APARTMENT,APARTMENT,530000,3,142,0,0,0,1,8.0,0,None,0.0,0,0,any_information,Bruxelles,Bruxelles-capitale
16919,9850,HOUSE,VILLA,790000,3,465,1,0,0,0,None,1,None,504.0,4,0,any_information,Flandre-Orientale,Region Flamande
16920,5000,APARTMENT,APARTMENT,330000,4,183,1,0,0,0,None,0,None,0.0,2,0,JUST_RENOVATED,,Region Wallonne
16921,1457,HOUSE,HOUSE,375000,3,170,0,0,0,1,None,0,None,2930.0,0,0,TO_RENOVATE,Brabant_Wallon,Region Wallonne
16922,8700,HOUSE,HOUSE,325000,3,142,0,0,0,0,None,0,None,250.0,3,0,AS_NEW,Flandre-Occidentale,Region Flamande
16923,1150,APARTMENT,APARTMENT,500000,3,150,0,0,0,0,None,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
16924,5660,HOUSE,HOUSE,250000,7,536,1,0,0,1,40.0,1,1100.0,1740.0,4,0,any_information,Namur,Region Wallonne
16925,1933,APARTMENT,APARTMENT,655000,3,159,1,0,1,1,19.0,1,None,0.0,3,1,AS_NEW,Brabant_Flamand,Region Flamande
16926,7301,HOUSE,HOUSE,64000,2,90,1,0,0,0,None,0,None,98.0,0,0,TO_RENOVATE,Hainaut,Region Wallonne
16927,1150,APARTMENT,APARTMENT,275000,2,85,1,0,0,1,14.0,0,None,0.0,4,0,GOOD,Bruxelles,Bruxelles-capitale
16928,9860,HOUSE,HOUSE,329000,4,200,0,0,0,1,None,0,None,550.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
16929,4450,HOUSE,HOUSE,249000,3,256,1,0,0,1,14.0,1,200.0,200.0,4,0,any_information,Liege,Region Wallonne
16930,1140,APARTMENT,APARTMENT,325000,2,107,1,0,0,0,None,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
16931,9800,HOUSE,HOUSE,391000,4,160,1,0,0,1,28.0,1,240.0,450.0,3,0,AS_NEW,Flandre-Orientale,Region Flamande
16932,8300,APARTMENT,APARTMENT,1985000,4,139,1,0,0,1,None,0,None,0.0,3,0,TO_BE_DONE_UP,Flandre-Occidentale,Region Flamande
16933,1070,APARTMENT,APARTMENT,149000,1,60,1,0,0,0,None,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
16935,2170,HOUSE,HOUSE,374000,4,162,1,0,0,1,None,0,None,180.0,2,0,GOOD,Anvers,Region Flamande
16936,4000,APARTMENT,DUPLEX,220000,3,140,1,0,0,0,None,0,None,0.0,3,0,GOOD,,Region Wallonne
16937,1140,APARTMENT,APARTMENT,305000,2,96,1,0,0,1,4.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
16938,1040,APARTMENT,APARTMENT,473500,2,96,1,0,0,1,26.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
16939,1430,APARTMENT,DUPLEX,207500,3,113,1,0,0,0,None,0,None,0.0,0,0,GOOD,Brabant_Wallon,Region Wallonne
16940,4500,HOUSE,MIXED_USE_BUILDING,269000,5,316,1,0,0,0,None,1,215.0,500.0,2,0,GOOD,Liege,Region Wallonne
16941,1080,APARTMENT,APARTMENT,245000,2,99,1,0,0,1,7.0,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
16942,1470,HOUSE,VILLA,750000,8,368,1,0,0,1,None,1,None,2100.0,0,0,GOOD,Brabant_Wallon,Region Wallonne
16943,1400,APARTMENT,GROUND_FLOOR,285000,2,92,1,0,0,1,7.0,1,145.0,0.0,3,0,AS_NEW,Brabant_Wallon,Region Wallonne
16944,7890,HOUSE,COUNTRY_COTTAGE,895999,12,637,1,0,0,0,None,1,None,13727.0,4,0,AS_NEW,Hainaut,Region Wallonne
16945,1180,APARTMENT,DUPLEX,550000,3,194,1,0,0,1,17.0,0,None,0.0,0,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
16946,9400,APARTMENT,APARTMENT,239500,2,85,1,0,0,1,18.0,1,None,0.0,0,0,any_information,Flandre-Orientale,Region Flamande
16947,9700,HOUSE,HOUSE,420000,4,226,1,0,0,1,None,1,None,674.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
16948,2830,HOUSE,HOUSE,475000,4,190,1,0,0,1,None,1,None,2790.0,4,0,TO_RENOVATE,Anvers,Region Flamande
16949,1020,APARTMENT,APARTMENT,220000,2,68,1,0,0,1,9.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
16950,1050,APARTMENT,APARTMENT,1125000,3,233,1,0,0,1,14.0,1,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
16951,1020,APARTMENT,APARTMENT,189000,2,80,0,0,0,1,17.0,0,None,0.0,4,0,GOOD,Bruxelles,Bruxelles-capitale
16952,4000,APARTMENT,LOFT,289000,1,100,1,0,0,1,54.0,0,None,0.0,2,0,AS_NEW,,Region Wallonne
16953,1420,HOUSE,HOUSE,315000,3,158,1,0,0,1,24.0,0,None,80.0,2,0,AS_NEW,Brabant_Wallon,Region Wallonne
16954,4000,APARTMENT,FLAT_STUDIO,85000,1,31,1,0,0,0,None,0,None,0.0,2,0,GOOD,,Region Wallonne
16955,1140,APARTMENT,APARTMENT,295000,2,74,1,0,0,1,4.0,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
16956,1150,HOUSE,HOUSE,695000,4,210,1,0,0,1,15.0,1,157.0,280.0,2,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
16957,1050,APARTMENT,APARTMENT,1950000,3,211,1,0,0,1,None,0,None,0.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
16958,2610,APARTMENT,APARTMENT,210000,2,101,0,0,0,0,None,0,None,0.0,0,0,any_information,Anvers,Region Flamande
16959,2220,HOUSE,HOUSE,475800,4,198,1,0,0,0,None,0,None,850.0,4,0,AS_NEW,Anvers,Region Flamande
16960,2000,APARTMENT,PENTHOUSE,1250000,2,200,1,0,1,1,25.0,0,None,0.0,4,0,any_information,,Region Wallonne
16961,2830,APARTMENT,APARTMENT,445000,3,145,1,0,0,1,65.0,0,None,0.0,3,0,GOOD,Anvers,Region Flamande
16962,9400,HOUSE,BUNGALOW,325000,3,183,1,0,0,0,None,1,None,875.0,0,0,TO_RENOVATE,Flandre-Orientale,Region Flamande
16963,2980,HOUSE,HOUSE,295000,5,222,1,0,1,1,None,1,None,200.0,2,0,TO_RENOVATE,Anvers,Region Flamande
16964,8500,APARTMENT,APARTMENT,197500,1,77,1,0,0,1,9.0,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
16965,4040,APARTMENT,APARTMENT,175000,2,85,1,0,0,1,20.0,0,None,0.0,2,0,AS_NEW,Liege,Region Wallonne
16966,2018,HOUSE,MANSION,1149000,4,235,1,0,0,1,None,1,90.0,174.0,2,0,AS_NEW,Anvers,Region Flamande
16967,1325,HOUSE,HOUSE,485000,3,190,1,0,0,1,None,0,None,1036.0,4,0,GOOD,Brabant_Wallon,Region Wallonne
16969,2070,HOUSE,HOUSE,197000,1,84,0,0,0,0,None,1,29.0,84.0,2,0,JUST_RENOVATED,Anvers,Region Flamande
16970,5000,HOUSE,HOUSE,265000,3,120,1,0,0,0,None,1,484.0,484.0,4,0,GOOD,,Region Wallonne
16971,9400,HOUSE,HOUSE,349000,4,231,1,0,0,0,None,0,None,458.0,4,0,AS_NEW,Flandre-Orientale,Region Flamande
16972,1020,APARTMENT,APARTMENT,139000,1,50,1,0,0,1,10.0,0,None,0.0,4,0,GOOD,Bruxelles,Bruxelles-capitale
16973,1050,HOUSE,HOUSE,1590000,4,300,1,0,0,1,12.0,0,None,84.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
16975,9400,HOUSE,HOUSE,210000,4,210,1,0,0,0,None,0,None,267.0,2,0,TO_RENOVATE,Flandre-Orientale,Region Flamande
16977,3010,APARTMENT,KOT,149000,1,18,1,1,0,1,10.0,1,None,0.0,2,0,any_information,Brabant_Flamand,Region Flamande
16978,3360,HOUSE,VILLA,1490000,5,472,1,0,1,1,None,0,None,7250.0,0,0,any_information,Brabant_Flamand,Region Flamande
16979,1785,HOUSE,VILLA,619000,4,500,1,0,0,1,90.0,1,420.0,650.0,4,0,GOOD,Brabant_Flamand,Region Flamande
16980,1050,APARTMENT,APARTMENT,615000,2,117,1,0,0,1,10.0,0,None,0.0,2,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
16981,9620,HOUSE,HOUSE,274900,3,118,1,1,0,1,None,1,None,627.0,4,0,TO_RENOVATE,Flandre-Orientale,Region Flamande
16982,8300,APARTMENT,APARTMENT,495000,2,67,0,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
16983,9600,APARTMENT,LOFT,279000,2,132,1,0,0,1,45.0,0,None,0.0,2,0,AS_NEW,Flandre-Orientale,Region Flamande
16986,3360,APARTMENT,DUPLEX,549000,2,153,1,0,0,1,31.0,0,None,0.0,3,0,AS_NEW,Brabant_Flamand,Region Flamande
16988,3000,HOUSE,MANSION,1750000,6,627,0,0,0,0,None,0,None,1233.0,0,0,JUST_RENOVATED,,Region Wallonne
16989,8200,APARTMENT,APARTMENT,288000,2,99,0,0,0,1,None,1,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
16990,8700,APARTMENT,APARTMENT,305000,2,70,1,0,0,0,None,0,None,0.0,0,0,GOOD,Flandre-Occidentale,Region Flamande
16991,9200,APARTMENT,APARTMENT,325000,2,126,1,0,0,1,13.0,0,None,0.0,2,0,any_information,Flandre-Orientale,Region Flamande
16992,4432,APARTMENT,PENTHOUSE,412300,2,125,0,0,0,1,59.0,0,None,0.0,4,0,AS_NEW,Liege,Region Wallonne
16993,1570,HOUSE,HOUSE,375000,3,290,1,0,0,0,None,1,None,699.0,0,0,AS_NEW,Brabant_Flamand,Region Flamande
16994,4432,HOUSE,HOUSE,190000,3,100,1,0,0,1,4.0,1,167.0,251.0,2,0,GOOD,Liege,Region Wallonne
16995,8550,HOUSE,HOUSE,235000,3,135,1,0,0,1,None,1,None,365.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
16996,1050,APARTMENT,PENTHOUSE,1900000,3,285,1,0,0,1,59.0,0,None,0.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
16997,4400,HOUSE,HOUSE,200000,6,260,0,0,0,0,None,0,None,0.0,0,0,TO_RESTORE,Liege,Region Wallonne
16998,1800,HOUSE,TOWN_HOUSE,389000,3,146,1,0,1,1,16.0,1,111.0,212.0,3,0,GOOD,Brabant_Flamand,Region Flamande
16999,4020,HOUSE,HOUSE,105000,2,89,1,0,0,1,37.0,0,None,0.0,2,0,any_information,Liege,Region Wallonne
17001,4280,HOUSE,HOUSE,420000,7,314,1,0,0,1,112.0,1,1978.0,2991.0,4,1,GOOD,Liege,Region Wallonne
17002,8300,APARTMENT,APARTMENT,1600000,3,169,1,0,0,1,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
17003,8510,HOUSE,HOUSE,645000,4,372,1,0,0,1,None,0,None,1600.0,4,0,GOOD,Flandre-Occidentale,Region Flamande
17004,4851,APARTMENT,DUPLEX,230000,4,167,1,0,0,1,4.0,0,None,0.0,3,0,AS_NEW,Liege,Region Wallonne
17006,1970,APARTMENT,APARTMENT,395000,2,107,1,0,0,1,14.0,1,64.0,0.0,2,0,any_information,Brabant_Flamand,Region Flamande
17007,9700,APARTMENT,APARTMENT,325000,3,133,0,0,0,1,38.0,1,None,0.0,3,0,AS_NEW,Flandre-Orientale,Region Flamande
17008,7160,HOUSE,HOUSE,140000,3,119,1,0,0,1,None,0,None,615.0,3,0,GOOD,Hainaut,Region Wallonne
17010,1350,HOUSE,HOUSE,299000,3,153,1,0,0,1,18.0,1,745.0,900.0,3,0,GOOD,Brabant_Wallon,Region Wallonne
17011,1180,HOUSE,HOUSE,1400000,6,410,1,0,0,1,40.0,0,None,1120.0,4,0,TO_BE_DONE_UP,Bruxelles,Bruxelles-capitale
17012,9300,HOUSE,BUNGALOW,315000,3,220,1,0,0,1,None,0,None,766.0,4,0,TO_RENOVATE,Flandre-Orientale,Region Flamande
17013,1180,APARTMENT,APARTMENT,255000,2,80,0,0,0,0,None,0,None,0.0,2,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
17015,1050,HOUSE,HOUSE,720000,3,200,1,0,0,1,16.0,1,300.0,446.0,3,0,GOOD,Bruxelles,Bruxelles-capitale
17017,4920,HOUSE,HOUSE,285000,4,235,1,0,0,1,30.0,1,415.0,560.0,3,0,GOOD,Liege,Region Wallonne
17018,5030,APARTMENT,APARTMENT,338000,3,95,1,0,0,0,None,1,230.0,0.0,4,0,AS_NEW,Namur,Region Wallonne
17019,1060,APARTMENT,APARTMENT,255000,2,80,1,1,0,0,None,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
17020,8020,APARTMENT,APARTMENT,325000,2,105,1,0,0,1,24.0,1,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
17022,3010,HOUSE,HOUSE,375000,3,200,1,0,0,1,27.0,1,440.0,819.0,3,0,TO_RENOVATE,Brabant_Flamand,Region Flamande
17023,1140,APARTMENT,APARTMENT,285000,2,101,1,0,0,1,8.0,1,None,0.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
17024,6001,HOUSE,HOUSE,69900,3,80,0,0,0,0,None,0,None,0.0,2,0,TO_RENOVATE,Hainaut,Region Wallonne
17025,9660,HOUSE,HOUSE,339000,3,280,0,0,0,1,None,0,None,165.0,2,0,GOOD,Flandre-Orientale,Region Flamande
17026,1410,APARTMENT,APARTMENT,285000,2,81,1,0,0,1,6.0,0,None,0.0,0,0,GOOD,Brabant_Wallon,Region Wallonne
17027,1000,APARTMENT,DUPLEX,495000,2,140,1,0,0,1,10.0,0,None,0.0,0,0,GOOD,,Region Wallonne
17028,2550,APARTMENT,APARTMENT,325000,2,156,1,0,0,1,None,0,None,0.0,2,0,any_information,Anvers,Region Flamande
17030,7090,HOUSE,HOUSE,250000,2,125,1,0,0,1,None,0,None,920.0,4,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
17031,3000,APARTMENT,APARTMENT,500000,3,129,1,0,0,1,24.0,0,None,0.0,2,0,AS_NEW,,Region Wallonne
17032,1350,APARTMENT,DUPLEX,135000,2,115,1,0,0,0,None,0,None,0.0,3,0,TO_BE_DONE_UP,Brabant_Wallon,Region Wallonne
17033,1190,APARTMENT,DUPLEX,275000,2,95,1,0,0,0,None,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
17034,8400,APARTMENT,APARTMENT,210000,2,81,1,0,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
17035,1050,APARTMENT,DUPLEX,450000,2,100,1,0,0,1,8.0,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
17036,9000,HOUSE,HOUSE,440000,2,166,1,0,1,1,30.0,1,210.0,350.0,2,0,AS_NEW,,Region Wallonne
17038,1601,HOUSE,MIXED_USE_BUILDING,950000,5,650,1,0,0,0,None,0,None,2003.0,4,0,AS_NEW,Brabant_Flamand,Region Flamande
17039,9950,HOUSE,HOUSE,420000,4,320,1,0,0,0,None,1,None,894.0,4,0,GOOD,Flandre-Orientale,Region Flamande
17040,9180,HOUSE,HOUSE,249000,2,110,1,0,0,1,None,1,None,237.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
17041,8300,APARTMENT,APARTMENT,2950000,4,220,1,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
17042,1180,APARTMENT,APARTMENT,1350000,4,360,1,0,0,1,None,1,800.0,0.0,4,1,GOOD,Bruxelles,Bruxelles-capitale
17043,6780,HOUSE,HOUSE,750000,7,400,1,0,1,1,None,1,None,7200.0,4,0,GOOD,Luxembourg,Region Wallonne
17044,2845,HOUSE,HOUSE,319000,3,120,1,0,0,1,None,0,None,300.0,2,0,JUST_RENOVATED,Anvers,Region Flamande
17046,6680,HOUSE,HOUSE,475000,5,265,1,0,0,0,None,1,None,3241.0,4,0,GOOD,Luxembourg,Region Wallonne
17047,1640,HOUSE,HOUSE,375000,4,235,1,0,0,1,27.0,0,None,348.0,3,0,GOOD,Brabant_Flamand,Region Flamande
17048,3472,HOUSE,HOUSE,330000,3,182,0,0,0,0,None,0,None,2900.0,4,0,TO_RENOVATE,Brabant_Flamand,Region Flamande
17049,9000,HOUSE,HOUSE,475000,3,120,1,0,0,1,None,0,None,70.0,2,0,AS_NEW,,Region Wallonne
17050,8210,HOUSE,HOUSE,269000,3,144,1,0,0,1,None,0,None,460.0,3,0,GOOD,Flandre-Occidentale,Region Flamande
17051,3000,APARTMENT,APARTMENT,550000,4,120,0,0,0,0,None,0,None,0.0,3,0,TO_BE_DONE_UP,,Region Wallonne
17052,3500,APARTMENT,GROUND_FLOOR,189000,1,74,1,0,0,0,None,0,None,0.0,0,0,any_information,,Region Wallonne
17053,8930,HOUSE,HOUSE,215000,3,180,1,0,0,1,None,0,None,120.0,3,0,GOOD,Flandre-Occidentale,Region Flamande
17055,9000,HOUSE,HOUSE,359000,3,120,0,0,0,0,None,0,None,136.0,0,0,GOOD,,Region Wallonne
17056,4000,APARTMENT,DUPLEX,140000,2,77,1,0,0,0,None,0,None,0.0,2,0,any_information,,Region Wallonne
17057,4102,HOUSE,HOUSE,198000,4,160,1,0,1,1,45.0,1,50.0,158.0,2,0,any_information,Liege,Region Wallonne
17058,1930,HOUSE,VILLA,529000,4,190,0,0,0,0,None,1,250.0,495.0,4,0,any_information,Brabant_Flamand,Region Flamande
17059,1070,APARTMENT,APARTMENT,229000,2,86,1,0,0,0,None,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
17060,2100,HOUSE,HOUSE,785000,5,285,1,0,0,0,None,1,140.0,257.0,3,0,GOOD,Anvers,Region Flamande
17061,9300,APARTMENT,APARTMENT,187900,3,90,1,0,0,1,8.0,0,None,0.0,4,0,AS_NEW,Flandre-Orientale,Region Flamande
17062,4801,HOUSE,HOUSE,275000,3,105,1,0,1,1,15.0,1,150.0,202.0,2,0,TO_BE_DONE_UP,Liege,Region Wallonne
17063,9400,APARTMENT,APARTMENT,241000,2,85,1,0,0,1,18.0,1,None,0.0,0,0,any_information,Flandre-Orientale,Region Flamande
17064,8000,APARTMENT,APARTMENT,245000,1,82,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,,Region Wallonne
17065,1180,APARTMENT,APARTMENT,220000,1,55,1,0,0,1,14.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
17066,1050,APARTMENT,APARTMENT,495000,2,100,1,0,0,1,9.0,0,None,0.0,2,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
17068,1180,APARTMENT,APARTMENT,1650000,2,275,1,0,1,1,71.0,1,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
17069,1040,HOUSE,HOUSE,829000,4,240,1,0,0,1,15.0,1,80.0,184.0,2,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
17071,1050,APARTMENT,APARTMENT,750000,2,117,1,0,0,1,90.0,0,None,0.0,2,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
17073,1070,HOUSE,HOUSE,349000,4,168,1,0,0,1,2.0,1,50.0,95.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
