,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,province,region
7613,8500,APARTMENT,FLAT_STUDIO,218000,0,65,1,0,0,1,12.0,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
7614,6953,APARTMENT,APARTMENT,110000,1,70,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,Luxembourg,Region Wallonne
7615,8630,HOUSE,HOUSE,295000,3,136,1,0,0,0,None,0,None,432.0,4,0,any_information,Flandre-Occidentale,Region Flamande
7616,9100,APARTMENT,APARTMENT,349000,2,226,0,0,0,1,None,0,None,0.0,3,0,GOOD,Flandre-Orientale,Region Flamande
7617,1140,APARTMENT,PENTHOUSE,476000,3,156,1,0,0,1,43.0,0,None,0.0,4,0,AS_NEW,Bruxelles,Bruxelles-capitale
7618,4020,APARTMENT,APARTMENT,276000,2,95,1,0,0,1,94.0,0,None,0.0,0,0,any_information,Liege,Region Wallonne
7619,1050,APARTMENT,APARTMENT,597100,2,107,0,0,0,1,10.0,0,None,0.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
7620,8600,HOUSE,HOUSE,285000,2,105,0,0,0,1,None,1,None,260.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7621,9120,HOUSE,HOUSE,367600,3,144,1,0,0,0,None,0,None,245.0,2,0,AS_NEW,Flandre-Orientale,Region Flamande
7622,8620,APARTMENT,APARTMENT,995000,3,129,0,0,0,1,None,1,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7623,1030,HOUSE,HOUSE,490000,4,150,1,0,0,0,None,0,None,65.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
7624,7000,HOUSE,HOUSE,199000,3,190,1,0,0,1,30.0,1,350.0,481.0,3,0,GOOD,,Region Wallonne
7625,9120,HOUSE,HOUSE,345000,3,180,1,0,0,1,25.0,1,100.0,270.0,2,0,AS_NEW,Flandre-Orientale,Region Flamande
7626,4910,HOUSE,HOUSE,145000,3,120,0,0,0,1,30.0,0,None,0.0,3,0,TO_BE_DONE_UP,Liege,Region Wallonne
7627,8870,HOUSE,HOUSE,225000,3,250,0,0,0,0,None,0,None,255.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7628,2460,HOUSE,HOUSE,295000,4,328,1,0,0,0,None,1,None,1100.0,4,0,any_information,Anvers,Region Flamande
7629,1500,HOUSE,MIXED_USE_BUILDING,280443,2,103,0,0,0,0,None,0,None,0.0,0,0,any_information,,Region Wallonne
7630,1080,HOUSE,HOUSE,270000,4,184,0,0,0,1,None,0,None,315.0,3,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
7631,8300,APARTMENT,DUPLEX,1099000,3,145,1,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7633,1190,APARTMENT,APARTMENT,268000,2,82,1,0,0,1,15.0,0,None,0.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
7634,9800,APARTMENT,APARTMENT,272000,2,96,1,0,0,0,None,1,None,0.0,2,0,any_information,Flandre-Orientale,Region Flamande
7635,9220,APARTMENT,APARTMENT,205000,2,81,1,0,0,1,9.0,0,None,0.0,2,0,any_information,Flandre-Orientale,Region Flamande
7636,8730,APARTMENT,PENTHOUSE,309000,3,152,0,0,0,1,14.0,0,None,0.0,2,0,any_information,Flandre-Occidentale,Region Flamande
7637,8500,APARTMENT,APARTMENT,215000,1,65,1,0,0,1,13.0,0,None,0.0,2,0,any_information,Flandre-Occidentale,Region Flamande
7638,7160,HOUSE,MIXED_USE_BUILDING,187500,1,155,0,0,0,0,None,0,None,105.0,2,0,TO_RENOVATE,Hainaut,Region Wallonne
7639,3120,APARTMENT,APARTMENT,595000,3,463,1,0,0,1,125.0,0,None,0.0,4,0,GOOD,Brabant_Flamand,Region Flamande
7640,8310,APARTMENT,APARTMENT,575000,2,178,1,0,0,1,30.0,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
7641,1340,APARTMENT,APARTMENT,290000,1,59,1,0,0,1,4.0,0,None,0.0,0,0,AS_NEW,Brabant_Wallon,Region Wallonne
7642,5651,HOUSE,VILLA,350000,3,290,1,0,1,0,None,0,None,1400.0,4,0,any_information,Namur,Region Wallonne
7644,9970,HOUSE,HOUSE,315000,3,200,1,0,0,0,None,1,None,1200.0,0,0,any_information,Flandre-Orientale,Region Flamande
7645,8530,APARTMENT,APARTMENT,245000,2,85,1,0,0,1,7.0,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
7646,6760,HOUSE,HOUSE,210000,3,259,1,0,0,1,25.0,1,320.0,425.0,2,0,GOOD,Luxembourg,Region Wallonne
7648,1730,APARTMENT,APARTMENT,269000,2,106,0,0,0,1,None,1,None,0.0,0,0,any_information,Brabant_Flamand,Region Flamande
7649,1180,APARTMENT,GROUND_FLOOR,595000,2,101,1,0,0,1,23.0,0,None,0.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
7650,4480,HOUSE,HOUSE,259000,4,161,1,0,1,1,25.0,1,250.0,479.0,3,0,GOOD,Liege,Region Wallonne
7651,8670,APARTMENT,APARTMENT,184500,2,70,0,1,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
7652,7973,HOUSE,HOUSE,185000,2,183,1,0,0,1,None,1,None,1090.0,3,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
7654,1332,HOUSE,HOUSE,100000,1,68,1,0,0,0,None,0,None,55.0,2,0,TO_RENOVATE,Brabant_Wallon,Region Wallonne
7655,1160,APARTMENT,APARTMENT,600000,3,125,1,0,0,1,15.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
7656,8620,APARTMENT,APARTMENT,635000,3,85,0,0,0,0,None,0,None,0.0,0,0,GOOD,Flandre-Occidentale,Region Flamande
7657,4432,HOUSE,HOUSE,60000,3,136,0,0,0,0,None,0,None,194.0,2,0,TO_RENOVATE,Liege,Region Wallonne
7658,8300,APARTMENT,APARTMENT,479000,2,65,1,1,0,0,None,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
7659,6700,HOUSE,HOUSE,395000,4,142,0,0,0,1,35.0,1,250.0,350.0,3,0,AS_NEW,Luxembourg,Region Wallonne
7660,4500,APARTMENT,APARTMENT,235000,2,100,1,0,0,1,10.0,0,None,0.0,0,0,any_information,Liege,Region Wallonne
7661,8400,HOUSE,HOUSE,530000,3,68,1,0,0,0,None,1,None,178.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7662,1030,APARTMENT,APARTMENT,265000,2,136,1,0,0,1,10.0,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
7663,1000,HOUSE,APARTMENT_BLOCK,1350000,4,293,1,1,0,1,18.0,0,None,76.0,3,0,AS_NEW,,Region Wallonne
7664,8300,APARTMENT,APARTMENT,420000,1,58,1,1,0,0,None,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
7665,4020,HOUSE,HOUSE,120000,3,134,0,0,0,0,None,0,None,544.0,4,0,TO_RENOVATE,Liege,Region Wallonne
7666,1380,HOUSE,VILLA,3300000,3,775,1,0,0,1,185.0,1,None,4200.0,4,0,any_information,Brabant_Wallon,Region Wallonne
7667,1070,APARTMENT,APARTMENT,374500,3,114,1,0,0,1,24.0,0,None,0.0,4,0,any_information,Bruxelles,Bruxelles-capitale
7668,9400,HOUSE,BUNGALOW,475000,3,225,1,0,0,1,None,1,1800.0,2254.0,4,0,GOOD,Flandre-Orientale,Region Flamande
7669,7000,APARTMENT,APARTMENT,196620,1,67,1,0,0,0,None,0,None,0.0,4,0,AS_NEW,,Region Wallonne
7670,3300,HOUSE,HOUSE,145000,2,100,1,0,0,1,9.0,1,21.0,77.0,0,0,any_information,Brabant_Flamand,Region Flamande
7671,2000,APARTMENT,APARTMENT,2795000,5,350,1,0,0,1,None,0,None,0.0,0,0,AS_NEW,,Region Wallonne
7672,7500,APARTMENT,APARTMENT,215800,1,81,1,0,0,0,None,1,None,0.0,0,0,any_information,Hainaut,Region Wallonne
7674,1060,APARTMENT,FLAT_STUDIO,159000,1,32,1,0,0,0,None,0,None,0.0,2,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
7675,4550,HOUSE,HOUSE,310000,3,216,1,0,0,0,None,1,350.0,640.0,3,0,any_information,Liege,Region Wallonne
7676,1000,HOUSE,VILLA,2575000,5,298,0,0,0,1,None,0,None,929.0,0,0,AS_NEW,,Region Wallonne
7677,8810,APARTMENT,APARTMENT,269000,2,105,0,0,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
7678,4260,HOUSE,EXCEPTIONAL_PROPERTY,980000,5,500,1,0,0,1,100.0,1,3000.0,4240.0,4,1,AS_NEW,Liege,Region Wallonne
7679,1000,APARTMENT,APARTMENT,321000,2,95,1,0,0,1,7.0,0,None,0.0,0,0,AS_NEW,,Region Wallonne
7681,2970,APARTMENT,APARTMENT,559000,3,180,1,0,0,1,8.0,0,None,0.0,3,0,AS_NEW,Anvers,Region Flamande
7682,1000,APARTMENT,APARTMENT,285000,1,73,1,0,0,0,None,0,None,0.0,2,0,any_information,,Region Wallonne
7683,8370,APARTMENT,APARTMENT,195000,1,72,0,0,0,0,None,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
7684,7340,HOUSE,HOUSE,110000,3,155,1,0,0,0,None,1,160.0,300.0,3,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
7685,9255,APARTMENT,APARTMENT,264000,2,96,0,0,0,1,None,1,None,0.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
7687,8490,HOUSE,HOUSE,345000,4,238,1,0,0,1,None,0,None,1075.0,0,0,TO_BE_DONE_UP,Flandre-Occidentale,Region Flamande
7688,8400,APARTMENT,FLAT_STUDIO,182000,0,40,1,1,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7689,1000,APARTMENT,FLAT_STUDIO,123000,0,38,1,0,0,0,None,0,None,0.0,2,0,AS_NEW,,Region Wallonne
7690,2040,HOUSE,HOUSE,220000,3,109,0,0,0,0,None,0,None,1650.0,4,0,TO_BE_DONE_UP,Anvers,Region Flamande
7691,8200,HOUSE,HOUSE,439000,3,176,1,0,0,1,None,0,None,595.0,2,0,any_information,Flandre-Occidentale,Region Flamande
7692,1120,APARTMENT,APARTMENT,169000,1,50,1,0,0,1,1.0,0,None,0.0,2,0,TO_BE_DONE_UP,Bruxelles,Bruxelles-capitale
7694,1640,HOUSE,EXCEPTIONAL_PROPERTY,3250000,5,540,1,0,0,1,70.0,1,1800.0,2000.0,4,1,AS_NEW,Brabant_Flamand,Region Flamande
7695,6596,HOUSE,VILLA,275000,3,175,1,0,1,1,80.0,0,None,1316.0,4,0,any_information,Hainaut,Region Wallonne
7696,9630,HOUSE,HOUSE,249000,2,134,1,0,0,1,None,0,None,1318.0,3,0,JUST_RENOVATED,Flandre-Orientale,Region Flamande
7697,2140,HOUSE,MIXED_USE_BUILDING,185000,3,135,0,0,0,0,None,0,None,65.0,3,0,any_information,Anvers,Region Flamande
7698,6833,HOUSE,HOUSE,380000,11,687,1,0,0,1,None,0,None,1012.0,4,0,TO_BE_DONE_UP,Luxembourg,Region Wallonne
7699,1367,HOUSE,HOUSE,325000,3,140,1,0,0,1,None,1,1270.0,1270.0,2,0,AS_NEW,Brabant_Wallon,Region Wallonne
7700,2600,APARTMENT,PENTHOUSE,480000,2,121,1,0,0,1,44.0,0,None,0.0,2,0,AS_NEW,Anvers,Region Flamande
7703,4032,APARTMENT,APARTMENT,80000,1,64,1,0,0,1,10.0,0,None,0.0,4,0,GOOD,Liege,Region Wallonne
7705,7012,HOUSE,HOUSE,199000,4,120,1,0,0,0,None,1,240.0,305.0,3,0,GOOD,Hainaut,Region Wallonne
7706,6890,HOUSE,HOUSE,200000,2,90,1,0,0,1,None,1,1100.0,1188.0,4,0,TO_RENOVATE,Luxembourg,Region Wallonne
7707,2590,HOUSE,MANOR_HOUSE,347000,3,142,1,0,0,0,None,1,None,744.0,0,0,TO_BE_DONE_UP,Anvers,Region Flamande
7708,6940,APARTMENT,GROUND_FLOOR,115000,3,54,1,0,0,1,20.0,0,None,0.0,3,0,GOOD,Luxembourg,Region Wallonne
7709,2850,HOUSE,TOWN_HOUSE,368300,4,216,1,0,0,0,None,0,None,155.0,2,0,AS_NEW,Anvers,Region Flamande
7710,9050,HOUSE,HOUSE,295000,3,129,1,0,0,1,12.0,1,50.0,135.0,2,0,any_information,Flandre-Orientale,Region Flamande
7711,2221,HOUSE,EXCEPTIONAL_PROPERTY,585000,5,280,1,0,0,1,None,1,None,750.0,0,0,any_information,Anvers,Region Flamande
7712,8300,APARTMENT,DUPLEX,1025000,3,140,1,0,0,1,None,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
7713,1180,APARTMENT,PENTHOUSE,575000,2,142,1,0,0,1,75.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
7714,1410,HOUSE,VILLA,820000,8,300,1,0,1,1,None,1,None,1682.0,4,0,AS_NEW,Brabant_Wallon,Region Wallonne
7716,8300,APARTMENT,APARTMENT,1985000,4,139,1,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7717,2000,APARTMENT,APARTMENT,269000,1,87,1,0,0,0,None,0,None,0.0,2,0,GOOD,,Region Wallonne
7718,9900,APARTMENT,APARTMENT,219000,2,93,0,0,0,1,13.0,1,92.0,0.0,0,0,any_information,Flandre-Orientale,Region Flamande
7721,3090,APARTMENT,APARTMENT,115000,1,33,1,0,0,1,6.0,0,None,0.0,0,0,AS_NEW,Brabant_Flamand,Region Flamande
7722,3730,HOUSE,HOUSE,295000,2,161,1,0,0,0,None,1,None,1426.0,0,0,any_information,Limbourg,Region Flamande
7723,2890,HOUSE,HOUSE,210000,3,147,1,0,0,0,None,1,206.0,354.0,2,0,TO_RENOVATE,Anvers,Region Flamande
7724,8790,HOUSE,HOUSE,285000,2,121,0,0,0,1,None,0,None,234.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7725,6600,HOUSE,MIXED_USE_BUILDING,500000,4,285,1,0,0,1,None,1,5660.0,7940.0,4,0,GOOD,,Region Wallonne
7726,1785,HOUSE,HOUSE,289000,2,150,1,0,0,1,None,0,None,131.0,3,0,GOOD,Brabant_Flamand,Region Flamande
7727,8300,APARTMENT,APARTMENT,420000,2,70,0,0,0,0,None,0,None,0.0,0,0,TO_BE_DONE_UP,Flandre-Occidentale,Region Flamande
7728,1081,APARTMENT,APARTMENT,279000,3,105,1,0,0,1,6.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
7729,2018,HOUSE,MANSION,319000,4,133,1,0,0,1,None,0,None,0.0,2,0,GOOD,Anvers,Region Flamande
7730,4400,HOUSE,HOUSE,149500,2,105,1,0,0,1,20.0,0,None,155.0,2,0,TO_BE_DONE_UP,Liege,Region Wallonne
7731,8434,APARTMENT,GROUND_FLOOR,320000,2,80,0,0,0,0,None,0,None,0.0,2,0,any_information,Flandre-Occidentale,Region Flamande
7732,8301,APARTMENT,DUPLEX,1099000,3,145,1,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7734,1120,APARTMENT,APARTMENT,209000,2,85,1,0,0,1,19.0,0,None,0.0,4,0,any_information,Bruxelles,Bruxelles-capitale
7735,8450,APARTMENT,DUPLEX,359000,3,126,1,1,0,1,10.0,1,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
7736,1933,APARTMENT,APARTMENT,1250000,4,195,1,0,0,1,21.0,0,None,0.0,3,0,AS_NEW,Brabant_Flamand,Region Flamande
7738,8780,HOUSE,HOUSE,274000,3,147,0,0,0,1,None,1,None,625.0,0,0,TO_BE_DONE_UP,Flandre-Occidentale,Region Flamande
7739,9920,APARTMENT,APARTMENT,319000,2,100,0,0,0,1,None,0,None,0.0,2,0,GOOD,Flandre-Orientale,Region Flamande
7740,4690,HOUSE,HOUSE,259000,3,140,1,0,0,1,40.0,1,250.0,390.0,4,0,GOOD,Liege,Region Wallonne
7741,9200,HOUSE,HOUSE,229000,3,140,0,0,0,0,None,0,None,120.0,0,0,TO_BE_DONE_UP,Flandre-Orientale,Region Flamande
7742,1000,APARTMENT,FLAT_STUDIO,250000,0,42,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,,Region Wallonne
7743,1500,HOUSE,MIXED_USE_BUILDING,196000,1,72,0,0,0,0,None,0,None,0.0,0,0,any_information,,Region Wallonne
7744,4500,APARTMENT,APARTMENT,235000,2,101,1,0,0,1,10.0,0,None,0.0,0,0,any_information,Liege,Region Wallonne
7745,8400,APARTMENT,APARTMENT,485000,2,112,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7746,6200,HOUSE,VILLA,100000,3,150,1,0,0,0,None,0,None,960.0,4,0,AS_NEW,Hainaut,Region Wallonne
7747,1030,APARTMENT,APARTMENT,295000,2,75,1,0,0,1,10.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
7748,8900,APARTMENT,APARTMENT,215000,1,71,1,0,0,1,17.0,1,45.0,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7750,9100,APARTMENT,APARTMENT,269800,3,97,0,0,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
7751,8300,APARTMENT,APARTMENT,640000,3,119,0,0,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
7752,6900,HOUSE,HOUSE,219000,3,181,1,0,0,1,60.0,1,500.0,500.0,4,0,GOOD,Luxembourg,Region Wallonne
7753,2300,APARTMENT,PENTHOUSE,579000,3,200,1,0,0,1,45.0,0,None,0.0,3,0,AS_NEW,Anvers,Region Flamande
7754,1082,APARTMENT,APARTMENT,185000,1,65,1,0,0,0,None,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
7755,1400,HOUSE,VILLA,1495000,7,500,0,0,1,1,200.0,1,10200.0,10550.0,4,1,AS_NEW,Brabant_Wallon,Region Wallonne
7756,1200,APARTMENT,PENTHOUSE,595000,2,147,1,0,0,1,80.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
7760,2920,HOUSE,VILLA,1350000,6,510,0,0,0,0,None,1,None,3840.0,4,0,any_information,Anvers,Region Flamande
7761,6183,HOUSE,MANSION,149999,4,350,0,0,0,0,None,0,None,150.0,3,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
7762,1150,HOUSE,EXCEPTIONAL_PROPERTY,1050000,4,244,1,0,0,1,None,1,340.0,443.0,3,0,AS_NEW,Bruxelles,Bruxelles-capitale
7763,4000,APARTMENT,APARTMENT,159000,3,90,1,0,0,1,60.0,0,None,0.0,0,0,TO_BE_DONE_UP,,Region Wallonne
7764,3020,HOUSE,TOWN_HOUSE,305000,2,100,1,0,1,1,20.0,0,None,82.0,2,0,AS_NEW,Brabant_Flamand,Region Flamande
7765,1000,APARTMENT,APARTMENT,375000,1,135,1,0,0,1,8.0,0,None,0.0,0,1,AS_NEW,,Region Wallonne
7767,1200,APARTMENT,APARTMENT,265000,2,80,1,0,0,1,9.0,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
7768,1150,APARTMENT,GROUND_FLOOR,650000,3,180,1,0,1,1,30.0,0,None,0.0,3,0,AS_NEW,Bruxelles,Bruxelles-capitale
7769,8460,HOUSE,HOUSE,279000,4,154,1,0,0,1,15.0,1,None,590.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7771,1180,HOUSE,VILLA,2575000,5,298,0,0,0,1,None,0,None,929.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
7772,4920,HOUSE,COUNTRY_COTTAGE,60000,4,164,0,0,0,1,None,0,None,1293.0,4,0,TO_RENOVATE,Liege,Region Wallonne
7773,3090,HOUSE,CASTLE,9500000,7,1100,1,0,0,0,None,0,None,500000.0,4,1,GOOD,Brabant_Flamand,Region Flamande
7774,1970,HOUSE,HOUSE,499000,3,195,1,0,1,1,9.0,1,85.0,225.0,3,0,GOOD,Brabant_Flamand,Region Flamande
7775,8730,APARTMENT,APARTMENT,279000,2,87,1,0,0,0,None,1,180.0,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
7776,8900,APARTMENT,PENTHOUSE,585000,4,220,1,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7777,9700,HOUSE,HOUSE,189000,2,95,1,0,0,0,None,1,None,95.0,2,0,AS_NEW,Flandre-Orientale,Region Flamande
7778,1501,APARTMENT,TRIPLEX,239000,3,149,1,0,0,1,13.0,0,None,0.0,0,0,AS_NEW,Brabant_Flamand,Region Flamande
7779,4633,APARTMENT,APARTMENT,285000,2,111,0,0,0,1,43.0,1,163.0,0.0,0,0,any_information,Liege,Region Wallonne
7780,1570,APARTMENT,GROUND_FLOOR,219000,2,85,1,0,0,1,16.0,1,125.0,0.0,2,0,GOOD,Brabant_Flamand,Region Flamande
7782,2300,HOUSE,HOUSE,118000,3,143,0,0,0,0,None,0,None,245.0,0,0,TO_RENOVATE,Anvers,Region Flamande
7783,1000,APARTMENT,APARTMENT,265000,2,69,1,0,0,0,None,0,None,0.0,2,0,TO_BE_DONE_UP,,Region Wallonne
7784,1200,HOUSE,HOUSE,995000,4,200,1,0,0,1,50.0,1,550.0,836.0,3,0,GOOD,Bruxelles,Bruxelles-capitale
7785,3000,APARTMENT,FLAT_STUDIO,213000,1,25,0,0,0,0,None,1,None,0.0,0,0,JUST_RENOVATED,,Region Wallonne
7786,1180,APARTMENT,DUPLEX,350000,2,120,1,0,0,1,8.0,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
7787,8000,APARTMENT,APARTMENT,699000,3,208,0,0,0,1,57.0,0,None,0.0,2,0,AS_NEW,,Region Wallonne
7788,1040,APARTMENT,GROUND_FLOOR,655000,2,120,1,0,0,1,10.0,1,75.0,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
7789,2140,APARTMENT,APARTMENT,185000,2,75,1,0,0,0,None,0,None,0.0,2,0,AS_NEW,Anvers,Region Flamande
7790,1180,HOUSE,VILLA,3500000,6,440,1,0,1,0,None,0,None,2175.0,4,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
7792,7300,APARTMENT,APARTMENT,125000,1,75,1,0,0,1,20.0,0,None,0.0,2,0,AS_NEW,Hainaut,Region Wallonne
7793,8490,HOUSE,HOUSE,349000,3,170,1,0,0,1,23.0,1,310.0,434.0,0,0,GOOD,Flandre-Occidentale,Region Flamande
7794,4100,HOUSE,HOUSE,185000,3,150,1,0,0,0,None,0,None,0.0,0,0,JUST_RENOVATED,Liege,Region Wallonne
7795,5020,HOUSE,COUNTRY_COTTAGE,220000,3,160,1,0,0,1,None,1,None,655.0,4,0,GOOD,Namur,Region Wallonne
7796,3012,HOUSE,HOUSE,270000,2,130,0,0,0,0,None,0,None,0.0,0,0,any_information,Brabant_Flamand,Region Flamande
7798,1932,HOUSE,HOUSE,590000,3,250,1,0,0,0,None,1,240.0,340.0,3,0,any_information,Brabant_Flamand,Region Flamande
7800,4683,HOUSE,HOUSE,130000,2,88,1,0,0,1,57.0,1,160.0,365.0,2,0,TO_BE_DONE_UP,Liege,Region Wallonne
7801,8434,APARTMENT,FLAT_STUDIO,105000,0,37,0,1,0,1,4.0,0,None,0.0,0,0,GOOD,Flandre-Occidentale,Region Flamande
7802,8300,APARTMENT,DUPLEX,670000,3,120,1,0,0,1,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
7803,7890,HOUSE,HOUSE,380000,3,140,1,0,0,0,None,0,None,1943.0,4,0,any_information,Hainaut,Region Wallonne
7805,2845,HOUSE,HOUSE,378800,3,144,1,0,0,0,None,0,None,476.0,3,0,AS_NEW,Anvers,Region Flamande
7806,4000,HOUSE,APARTMENT_BLOCK,260000,4,185,0,0,0,0,None,0,None,43.0,2,0,TO_BE_DONE_UP,,Region Wallonne
7807,9300,HOUSE,HOUSE,280000,3,175,0,0,0,0,None,0,None,231.0,2,0,AS_NEW,Flandre-Orientale,Region Flamande
7808,8400,APARTMENT,APARTMENT,119000,1,50,1,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7809,1000,APARTMENT,APARTMENT,350000,1,120,1,0,0,0,None,0,None,0.0,0,0,any_information,,Region Wallonne
7810,9000,APARTMENT,PENTHOUSE,595000,3,110,1,0,1,1,112.0,0,None,0.0,0,0,AS_NEW,,Region Wallonne
7811,8460,HOUSE,HOUSE,298000,3,150,1,0,0,0,None,1,None,1229.0,0,0,any_information,Flandre-Occidentale,Region Flamande
7812,6043,HOUSE,HOUSE,199900,4,120,1,0,0,1,35.0,1,275.0,340.0,0,0,AS_NEW,Hainaut,Region Wallonne
7813,8300,APARTMENT,APARTMENT,1985000,4,132,0,0,0,1,None,0,None,0.0,0,0,TO_BE_DONE_UP,Flandre-Occidentale,Region Flamande
7814,8300,APARTMENT,DUPLEX,1025000,3,140,1,0,0,1,20.0,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
7815,1400,HOUSE,HOUSE,325000,5,320,1,0,0,0,None,0,None,170.0,2,0,GOOD,Brabant_Wallon,Region Wallonne
7816,1180,HOUSE,VILLA,950000,5,265,1,0,0,1,None,0,None,370.0,3,0,GOOD,Bruxelles,Bruxelles-capitale
7817,7080,HOUSE,HOUSE,149900,2,140,1,0,0,0,None,1,80.0,177.0,2,0,GOOD,Hainaut,Region Wallonne
7818,1820,HOUSE,MIXED_USE_BUILDING,598000,3,288,1,0,0,1,30.0,1,85.0,330.0,3,0,AS_NEW,Brabant_Flamand,Region Flamande
7819,7080,HOUSE,VILLA,295000,4,200,1,0,0,1,None,0,None,605.0,4,0,JUST_RENOVATED,Hainaut,Region Wallonne
7821,9310,HOUSE,HOUSE,348000,3,195,1,0,1,0,None,1,50.0,432.0,3,0,GOOD,Flandre-Orientale,Region Flamande
7822,3110,APARTMENT,GROUND_FLOOR,325000,2,114,0,0,0,1,17.0,0,None,0.0,0,0,AS_NEW,Brabant_Flamand,Region Flamande
7823,4051,HOUSE,HOUSE,210000,2,110,1,0,0,1,48.0,1,16.0,210.0,2,0,GOOD,Liege,Region Wallonne
7824,1090,APARTMENT,APARTMENT,360000,2,109,0,0,0,1,25.0,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
7825,8700,APARTMENT,SERVICE_FLAT,279000,2,70,0,0,0,0,None,0,None,0.0,0,0,GOOD,Flandre-Occidentale,Region Flamande
7828,1020,HOUSE,APARTMENT_BLOCK,750000,6,320,1,0,0,1,5.0,0,None,80.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
7829,1000,APARTMENT,APARTMENT,489000,1,65,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,,Region Wallonne
7830,6823,HOUSE,HOUSE,199000,4,250,1,0,0,0,None,0,None,291.0,0,0,AS_NEW,Luxembourg,Region Wallonne
7831,8370,APARTMENT,GROUND_FLOOR,115000,1,50,1,0,0,0,None,0,None,0.0,0,0,GOOD,Flandre-Occidentale,Region Flamande
7832,7080,HOUSE,MIXED_USE_BUILDING,230000,4,150,1,0,0,1,25.0,0,None,331.0,2,0,GOOD,Hainaut,Region Wallonne
7834,2870,APARTMENT,APARTMENT,247583,2,100,0,0,0,1,15.0,1,10.0,0.0,0,0,any_information,Anvers,Region Flamande
